"policy_name","final_new_id","row_type","assignment_type","effective_rgb","effective_name","source_origin","preferred_source_subset","candidate_type","current_id","keeps_current_id","id_change_reason","placeholder_reason","modlu_old_id","modlu_old_rgb","modlu_old_name","orijinal_old_id","orijinal_old_rgb","orijinal_old_name","primary_status","rgb_resolution_status","source_id_conflict_status","final_id_status","notes"
"preserve_old_ids","41","candidate","keep_current_id","42,123,148","KILKENNY","modlu","modlu_kalan","single_source","41","True","","","41","42,123,148","KILKENNY","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","42","candidate","keep_current_id","84,126,21","ATHY","modlu","modlu_kalan","single_source","42","True","","","42","84,126,21","ATHY","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","43","candidate","keep_current_id","126,129,149","GOWRAN","modlu","modlu_kalan","single_source","43","True","","","43","126,129,149","GOWRAN","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","44","candidate","keep_current_id","168,132,22","CARRICK","modlu","modlu_kalan","single_source","44","True","","","44","168,132,22","CARRICK","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","45","candidate","keep_current_id","0,135,150","LIMERICK","modlu","modlu_kalan","single_source","45","True","","","45","0,135,150","LIMERICK","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","46","candidate","keep_current_id","42,138,23","ENNIS","modlu","modlu_kalan","single_source","46","True","","","46","42,138,23","ENNIS","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","47","candidate","keep_current_id","84,141,151","NENAGH","modlu","modlu_kalan","single_source","47","True","","","47","84,141,151","NENAGH","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","48","candidate","keep_current_id","126,144,24","ROSCREA","modlu","modlu_kalan","single_source","48","True","","","48","126,144,24","ROSCREA","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","49","candidate","keep_current_id","168,147,152","WATERFORD","modlu","modlu_kalan","single_source","49","True","","","49","168,147,152","WATERFORD","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","50","candidate","keep_current_id","0,150,25","EMLY","modlu","modlu_kalan","single_source","50","True","","","50","0,150,25","EMLY","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","51","candidate","keep_current_id","42,153,153","CLONMEL","modlu","modlu_kalan","single_source","51","True","","","51","42,153,153","CLONMEL","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","52","candidate","keep_current_id","84,156,26","TRALEE","modlu","modlu_kalan","single_source","52","True","","","52","84,156,26","TRALEE","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","53","candidate","keep_current_id","126,159,154","CORK","modlu","modlu_kalan","single_source","53","True","","","53","126,159,154","CORK","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","54","candidate","keep_current_id","168,162,27","KINSALE","modlu","modlu_kalan","single_source","54","True","","","54","168,162,27","KINSALE","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","55","candidate","keep_current_id","0,165,155","LINDHOLM","modlu","modlu_kalan","single_source","55","True","","","55","0,165,155","LINDHOLM","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","56","candidate","keep_current_id","42,168,28","VIBORG","modlu","modlu_kalan","single_source","56","True","","","56","42,168,28","VIBORG","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","57","candidate","keep_current_id","84,171,156","AARHUS","modlu","modlu_kalan","single_source","57","True","","","57","84,171,156","AARHUS","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","58","candidate","keep_current_id","126,174,29","JELLING","modlu","modlu_kalan","single_source","58","True","","","58","126,174,29","JELLING","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","59","candidate","keep_current_id","168,177,157","VORBASSE","modlu","modlu_kalan","single_source","59","True","","","59","168,177,157","VORBASSE","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","60","candidate","keep_current_id","0,180,30","RIBE","modlu","modlu_kalan","single_source","60","True","","","60","0,180,30","RIBE","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","61","candidate","keep_current_id","42,183,158","AABENRAA","modlu","modlu_kalan","single_source","61","True","","","61","42,183,158","AABENRAA","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","62","candidate","keep_current_id","84,186,31","HEDEBY","modlu","modlu_kalan","single_source","62","True","","","62","84,186,31","HEDEBY","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","63","candidate","keep_current_id","126,189,159","ROSKILDE","modlu","modlu_kalan","single_source","63","True","","","63","126,189,159","ROSKILDE","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","64","candidate","keep_current_id","168,192,32","NAESTVED","modlu","modlu_kalan","single_source","64","True","","","64","168,192,32","NAESTVED","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","65","candidate","keep_current_id","0,195,160","ODENSE","modlu","modlu_kalan","single_source","65","True","","","65","0,195,160","ODENSE","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","66","candidate","keep_current_id","42,198,33","SVENDBORG","modlu","modlu_kalan","single_source","66","True","","","66","42,198,33","SVENDBORG","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","67","candidate","keep_current_id","84,201,161","NYKOBING","modlu","modlu_kalan","single_source","67","True","","","67","84,201,161","NYKOBING","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","68","candidate","keep_current_id","126,204,34","NAKSKOV","modlu","modlu_kalan","single_source","68","True","","","68","126,204,34","NAKSKOV","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","69","candidate","keep_current_id","168,207,162","SLAGELSE","modlu","modlu_kalan","single_source","69","True","","","69","168,207,162","SLAGELSE","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","70","candidate","keep_current_id","0,210,35","LUND","modlu","modlu_kalan","single_source","70","True","","","70","0,210,35","LUND","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","71","candidate","keep_current_id","42,0,163","TRELLEBORG","modlu","modlu_kalan","single_source","71","True","","","71","42,0,163","TRELLEBORG","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","72","candidate","keep_current_id","84,3,36","TOMMERUP","modlu","modlu_kalan","single_source","72","True","","","72","84,3,36","TOMMERUP","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","73","candidate","keep_current_id","126,6,164","HELSINGBORG","modlu","modlu_kalan","single_source","73","True","","","73","126,6,164","HELSINGBORG","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","74","candidate","keep_current_id","168,9,37","HALMSTAD","modlu","modlu_kalan","single_source","74","True","","","74","168,9,37","HALMSTAD","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","75","candidate","keep_current_id","0,12,165","ONSALA","modlu","modlu_kalan","single_source","75","True","","","75","0,12,165","ONSALA","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","76","candidate","keep_current_id","42,15,38","LAHOLM","modlu","modlu_kalan","single_source","76","True","","","76","42,15,38","LAHOLM","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","77","candidate","keep_current_id","84,18,166","RONNE","modlu","modlu_kalan","single_source","77","True","","","77","84,18,166","RONNE","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","78","candidate","keep_current_id","126,21,39","BREGNE","modlu","modlu_kalan","single_source","78","True","","","78","126,21,39","BREGNE","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","79","candidate","keep_current_id","168,24,167","RONNEBY","modlu","modlu_kalan","single_source","79","True","","","79","168,24,167","RONNEBY","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","80","candidate","keep_current_id","0,27,40","AVASKAR","modlu","modlu_kalan","single_source","80","True","","","80","0,27,40","AVASKAR","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","81","candidate","keep_current_id","42,30,168","AALBORG","modlu","modlu_kalan","single_source","81","True","","","81","42,30,168","AALBORG","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","82","candidate","keep_current_id","84,33,41","RINGKOBING","modlu","modlu_kalan","single_source","82","True","","","82","84,33,41","RINGKOBING","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","83","candidate","keep_current_id","126,36,169","VARDE","modlu","modlu_kalan","single_source","83","True","","","83","126,36,169","VARDE","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","84","candidate","keep_current_id","168,39,42","HUSUMBRO","modlu","modlu_kalan","single_source","84","True","","","84","168,39,42","HUSUMBRO","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","85","candidate","keep_current_id","0,42,170","HAFN","modlu","modlu_kalan","single_source","85","True","","","85","0,42,170","HAFN","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","86","candidate","keep_current_id","42,45,43","GOINGE","modlu","modlu_kalan","single_source","86","True","","","86","42,45,43","GOINGE","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","87","candidate","keep_current_id","84,48,171","LISTER","modlu","modlu_kalan","single_source","87","True","","","87","84,48,171","LISTER","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","88","candidate","keep_current_id","126,51,44","ARENSBURG","modlu","modlu_kalan","single_source","88","True","","","88","126,51,44","ARENSBURG","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","89","candidate","keep_current_id","168,54,172","SONEBURG","modlu","modlu_kalan","single_source","89","True","","","89","168,54,172","SONEBURG","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","90","candidate","keep_current_id","0,57,45","MUHU","modlu","modlu_kalan","single_source","90","True","","","90","0,57,45","MUHU","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","91","candidate","keep_current_id","42,60,173","DAGO","modlu","modlu_kalan","single_source","91","True","","","91","42,60,173","DAGO","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","92","candidate","keep_current_id","84,63,46","HAPSAL","modlu","modlu_kalan","single_source","92","True","","","92","84,63,46","HAPSAL","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","93","candidate","keep_current_id","126,66,174","LEAL","modlu","modlu_kalan","single_source","93","True","","","93","126,66,174","LEAL","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","94","candidate","keep_current_id","168,69,47","REVAL","modlu","modlu_kalan","single_source","94","True","","","94","168,69,47","REVAL","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","95","candidate","keep_current_id","0,72,175","HARJUMAA","modlu","modlu_kalan","single_source","95","True","","","95","0,72,175","HARJUMAA","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","96","candidate","keep_current_id","42,75,48","JARVA","modlu","modlu_kalan","single_source","96","True","","","96","42,75,48","JARVA","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","97","candidate","keep_current_id","84,78,176","WESENBURG","modlu","modlu_kalan","single_source","97","True","","","97","84,78,176","WESENBURG","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","98","candidate","keep_current_id","126,81,49","NARVA","modlu","modlu_kalan","single_source","98","True","","","98","126,81,49","NARVA","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","99","candidate","keep_current_id","168,84,177","PARNU","modlu","modlu_kalan","single_source","99","True","","","99","168,84,177","PARNU","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","100","candidate","keep_current_id","0,87,50","VILJANDI","modlu","modlu_kalan","single_source","100","True","","","100","0,87,50","VILJANDI","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","101","candidate","keep_current_id","42,90,178","LEMISELE","modlu","modlu_kalan","single_source","101","True","","","101","42,90,178","LEMISELE","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","102","candidate","keep_current_id","84,93,51","VALMIERA","modlu","modlu_kalan","single_source","102","True","","","102","84,93,51","VALMIERA","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","103","candidate","keep_current_id","126,96,179","KOKENOIS","modlu","modlu_kalan","single_source","103","True","","","103","126,96,179","KOKENOIS","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","104","candidate","keep_current_id","168,99,52","RIGA","modlu","modlu_kalan","single_source","104","True","","","104","168,99,52","RIGA","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","105","candidate","keep_current_id","0,102,180","BAUSKA","modlu","modlu_kalan","single_source","105","True","","","105","0,102,180","BAUSKA","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","106","candidate","keep_current_id","42,105,53","DOBELE","modlu","modlu_kalan","single_source","106","True","","","106","42,105,53","DOBELE","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","107","candidate","keep_current_id","84,108,181","MITAU","modlu","modlu_kalan","single_source","107","True","","","107","84,108,181","MITAU","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","108","candidate","keep_current_id","126,111,54","UXKULL","modlu","modlu_kalan","single_source","108","True","","","108","126,111,54","UXKULL","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","109","candidate","keep_current_id","168,114,182","VENDEN","modlu","modlu_kalan","single_source","109","True","","","109","168,114,182","VENDEN","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","110","candidate","keep_current_id","0,117,55","PILTENE","modlu","modlu_kalan","single_source","110","True","","","110","0,117,55","PILTENE","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","111","candidate","keep_current_id","42,120,183","CEKLIS","modlu","modlu_kalan","single_source","111","True","","","111","42,120,183","CEKLIS","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","112","candidate","keep_current_id","84,123,56","KANDAVA","modlu","modlu_kalan","single_source","112","True","","","112","84,123,56","KANDAVA","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","113","candidate","keep_current_id","126,126,184","BANDAVA","modlu","modlu_kalan","single_source","113","True","","","113","126,126,184","BANDAVA","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","114","candidate","keep_current_id","168,129,57","GROBIN","modlu","modlu_kalan","single_source","114","True","","","114","168,129,57","GROBIN","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","115","candidate","keep_current_id","0,132,185","PALANGA","modlu","modlu_kalan","single_source","115","True","","","115","0,132,185","PALANGA","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","116","candidate","keep_current_id","42,135,58","DUVZARE","modlu","modlu_kalan","single_source","116","True","","","116","42,135,58","DUVZARE","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","117","candidate","keep_current_id","84,138,186","DUNDAGA","modlu","modlu_kalan","single_source","117","True","","","117","84,138,186","DUNDAGA","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","118","candidate","keep_current_id","126,141,59","MEMEL","modlu","modlu_kalan","single_source","118","True","","","118","126,141,59","MEMEL","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","119","candidate","keep_current_id","168,144,187","TILSIT","modlu","modlu_kalan","single_source","119","True","","","119","168,144,187","TILSIT","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","120","candidate","keep_current_id","0,147,60","RAGNIT","modlu","modlu_kalan","single_source","120","True","","","120","0,147,60","RAGNIT","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","121","candidate","keep_current_id","42,150,188","NEUENBURG","modlu","modlu_kalan","single_source","121","True","","","121","42,150,188","NEUENBURG","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","122","candidate","keep_current_id","84,153,61","LABIAU","modlu","modlu_kalan","single_source","122","True","","","122","84,153,61","LABIAU","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","123","candidate","keep_current_id","126,156,189","JURBARKAS","modlu","modlu_kalan","single_source","123","True","","","123","126,156,189","JURBARKAS","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","124","candidate","keep_current_id","168,159,62","RASEINIAI","modlu","modlu_kalan","single_source","124","True","","","124","168,159,62","RASEINIAI","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","125","candidate","keep_current_id","0,162,190","TAURAGE","modlu","modlu_kalan","single_source","125","True","","","125","0,162,190","TAURAGE","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","126","candidate","keep_current_id","42,165,63","MEDENIKEN","modlu","modlu_kalan","single_source","126","True","","","126","42,165,63","MEDENIKEN","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
"preserve_old_ids","127","candidate","keep_current_id","84,168,191","SIAULIAI","modlu","modlu_kalan","single_source","127","True","","","127","84,168,191","SIAULIAI","","","","mod_only","unchanged","no_id_conflict_flag","draft_keep_id",""
